comment;Lang-tag;SA-tag;Off-lang-tag;;;
Nghemi wach kaiil3eb sahaa;DAL;3;0;;;
Pour le basket ball;FRN;3;0;;;
Pourquoi pas de son;FRN;3;0;;;
fach b8aw chkon glab;DAL;3;0;;;
Qui le score svp;FRN;3;0;;;
Red men Finahoma ng;DAL;3;0;;;
Resultat bayna khsroo h;DAL;3;0;;;
Shukrane kouchi irifian nagh;DAL;3;0;;;
Simo ha tesswira 9bila;DAL;3;0;;;
Soufiane charafi lmatch jay;DAL;3;0;;;
Tahia rajawiya lnas rif;DAL;1;0;;;
Tahiya kebira lik osetade;DAL;1;0;;;
Tahiya khoya mouad touil;DAL;1;0;;;
Tahiya mesfiwia ljomhor meknass;DAL;1;0;;;
Taraboss fskhirat ola bouznika;DAL;3;0;;;
toulal fi tari9 hh;DAL;3;0;;;
Tous change pour equipe;FRN;3;0;;;
Tres bonne joueur boufal;FRN;1;0;;;
Trop amour dima raja;FRN;1;0;;;
hadi hiya Mat Tv;DAL;3;0;;;
wa akhiran 7ayed Benatia;DAL;3;0;;;
Wa bghina Fouzair iji;DAL;3;0;;;
Wa3laach majabtichi pontos aalahmaar;DAL;2;1;;;
Wa7d no9at zayda fina;DAL;3;0;;;
Wa9ila blaa manhder ana;DAL;2;0;;;
Wach codm khsrat khoti;DAL;3;0;;;
Wach hiya b9at chakita;DAL;3;0;;;
Wach l3abin hna lmaghrib;DAL;3;0;;;
Wach na9lin Match fsfha;DAL;3;0;;;
Wach radi tn9lo lowla;DAL;3;0;;;
Wache salaw ch7al scor;DAL;3;0;;;
Wafin khay simo ceuta;DAL;3;0;;;
Wakha ykono msewrin calculatrice;DAL;3;0;;;
wax bnfiban castillajo awla;DAL;3;0;;;
Welcome back Home Bro;ANG;3;0;;;
Widad fntidarkom ya rijale;DAL;3;0;;;
Wlad l9arya ok by;DAL;3;0;;;
Xhal lwarqa khoya teran;DAL;3;0;;;
yarbi farjha DIMA CODM;DAL;3;0;;;
Yarbi itmarka ncha allah;DAL;3;0;;;
Ziyam aqinagh tfam rodho;DAL;3;0;;;
اتا داكشي بالعلالي ه;DAA;3;0;;;
اتجيو نكملو عليكم يالحولا;DAA;2;1;;;
اتفق معك احسن تشكله;ARC;1;0;;;
اتندمو علي داك تعادل;DAA;2;0;;;
احسن خبر فهاد الصباح;DAA;1;0;;;
احمد الشاكر wakel lkhera;AUT;3;0;;;
dh un vrai vol;FRN;3;0;;;
Abdo Dak 39alt 3liih;DAL;3;0;;;
Halima Wasfi 39alti 3liha;DAL;3;0;;;
3andak l7a9 lahlal h;DAL;3;0;;;
Saida Fattah 3ardi 3liYA;DAL;3;0;;;
Mohamed Bahaj 3arfha yk;DAL;3;0;;;
Doblair Briquate 3la slama;DAL;3;0;;;
3na2 djaj mcharmlin wa3;DAL;3;0;;;
etoiles pour cette anecdote;FRN;3;0;;;
Hajar Ghzala 7tanti portugaise;DAL;3;0;;;
Mariem Selmane 9tel la3roussa;DAL;3;0;;;
Kader Ben L7abss khoya;DAL;3;0;;;
quel temps ils ouvrents;FRN;3;0;;;
Hamza Senhaji sme3 alhbib;DAL;3;0;;;
very respectable club indeed;ANG;1;0;;;
Kenza Mounchit a7 ylh;DAL;3;0;;;
Loco Anass a7san tfrija;DAL;3;0;;;
Abdo cheftou tfkkertk h;DAL;3;0;;;
Hamada Qembasse abi ja3d;DAL;3;0;;;
Absolutley agree my friend;ANG;1;0;;;
Adiba nmchiw chi nher;DAL;3;0;;;
Adnan nchdo conge nmchiw;DAL;3;0;;;
Adresse le prix merci;FRN;3;0;;;
Adresse il vous plait;FRN;3;0;;;
Aicha hsen mna reggada;DAL;3;0;;;
Allah i3tike saha docteur;DAL;1;0;;;
Khansae Chahid ama ahssen;DAL;3;0;;;
Anfa place like H;DAL;3;0;;;
Animals just like casawa;ANG;3;0;;;
Nour SellaMii ash fiha;DAL;3;0;;;
Avec une anesthesie locale;FRN;3;0;;;
Hamza Rhzaouni ayay cho;DAL;3;0;;;
Badr chi trip casa;DAL;3;0;;;
Cho Chita bagha nmshi;DAL;3;0;;;
basla had mra 7amtaa;DAL;2;1;;;
bchhal kadero Had operation;DAL;3;0;;;
Sanaa Amine bessaha raha;DAL;3;0;;;
Dino Ortolani bonne annee;FRN;3;0;;;
Bouchntoufe jarna lah yrahmo;DAL;3;0;;;
boulvard 2mars lycee Med;FRN;3;0;;;
Bravo docteur Bonne chance;FRN;1;0;;;
Bravo docteur est magnifique;FRN;1;0;;;
Bravo docteur la perfection;FRN;1;0;;;
est au maroc Ca;FRN;3;0;;;
est comme la magie;FRN;1;0;;;
est ou au maroc;FRN;3;0;;;
est point de siture;FRN;3;0;;;
est un grand jour;FRN;3;0;;;
est valable pour adoma;FRN;2;1;;;
Anass Lm la galere;FRN;3;0;;;
etai pendant le ramadan;FRN;3;0;;;
tres tres douloureux Apres;FRN;2;0;;;
un bon DJ lui;FRN;1;0;;;
ca dur combien anne;FRN;3;0;;;
Nouhaila Bounouif casa again;ANG;3;0;;;
Ce sont des vendus;FRN;3;0;;;
Julie Bvnct est cadeau;FRN;3;0;;;
est de la tchatcha;FRN;3;0;;;
Mart Minouu est parti;FRN;3;0;;;
est partout au Maroc;FRN;3;0;;;
Chaimae h 3aynik m9awda;DAL;2;1;;;
Yasmine Ziha charge hadchi;DAL;3;0;;;
Chhal kade3raf d9aled mesjota;DAL;3;0;;;
Hich Aime chi traye7;DAL;3;0;;;
Syntiche Emmanuella chic sirene;FRN;3;0;;;
Chno la page dyala;DAL;3;0;;;
Soltana Malak chofi ijram;DAL;3;0;;;
Lanna Rey choo daah;DAL;3;0;;;
Mc Lotfi chouf chouhaa;DAL;2;0;;;
Hamza Bouabou chouf lmall;DAL;3;0;;;
Ritaj Mahboula choufi ibda3;DAL;3;0;;;
Hajar Hajar chouflk bnadm;DAL;3;0;;;
Fahd Gurjeos chti nass;DAL;3;0;;;
Dalal 3azet 3lia msikna;DAL;3;0;;;
Danielle tu croit toi;FRN;3;0;;;
dar ichhar raybi jamila;DAL;3;0;;;
Derb khir ain cho9;DAL;3;0;;;
Des fils tensseurs doc;FRN;3;0;;;
Med Amine dirha adnane;DAL;3;0;;;
Mohammad Hamouch dolici jaybinha;DAL;3;0;;;
Dounia talked about it;ANG;3;0;;;
Dr fih tamanne mlih;DAL;1;0;;;
Esra Maissane dyaLkoM hada;DAL;3;0;;;
Ecq des fils tenseur;FRN;3;0;;;
Elhaydouni ayam boulboul hainoun;DAL;3;0;;;
Elle rajeunie de20 ans;FRN;3;0;;;
elle est devenue top;FRN;1;0;;;
Em ca donne envie;FRN;1;0;;;
En face de Casaport;FRN;3;0;;;
Es ce que douloureux;FRN;3;0;;;
Men Ou fih couleures;DAL;3;0;;;
HasSan Mchiti fiha 7bibou;DAL;3;0;;;
Fin kayan had tbib;DAL;3;0;;;
Finoma fotos n5do khibra;DAL;3;0;;;
Firial El flos omadiir;DAL;3;0;;;
Bůceador Tanger fo9ache hadchi;DAL;3;0;;;
Mahmoud Arsalen fwjo 3lia;DAL;3;0;;;
Amine Nadir galerie dmilan;DAL;3;0;;;
H SanaaElomari galik kira9sou;DAL;3;0;;;
go morocco good luck;ANG;3;0;;;
grab ur dicks TODAY;ANG;3;0;;;
H h ben rada;DAL;3;0;;;
Youssef EL h jme3;DAL;3;0;;;
H walah m3aha sah;DAL;3;0;;;
Fouad Zaytouni ha ntina;DAL;3;0;;;
Fati Nahali ha sa7ibtek;DAL;3;0;;;
Hadak smito Kho Amrabat;DAL;3;0;;;
Houssam Akhittouch hadchi bssah;DAL;3;0;;;
Hadda l7aawli maxii bnadeem;DAL;2;1;;;
Reda Yassine hadi bezaf;DAL;3;0;;;
Manal Bilal hahiya 3awed;DAL;3;0;;;
Ange Paradis hahowa famous;DAL;3;0;;;
Joe Youness hak hbibi;DAL;1;0;;;
Soukaina Hafsa hak l7alawa;DAL;1;0;;;
Hamza 100km par heure;FRN;3;0;;;
Amine Achak hanta nemmi;DAL;2;1;;;
Hasbiya lah ni3ma lwakil;DAL;2;0;;;
Hay mohammadi hay mowa7idin;DAL;3;0;;;
Hendek aquarium pete mdrr;DAL;3;0;;;
Houda achno ban lik;DAL;3;0;;;
Ihssan aji tdi mat3aawd;DAL;3;0;;;
Il se trouve ou;FRN;3;0;;;
Illegal immigration is crime;ANG;3;0;;;
Ils ont mieux jouee;FRN;1;0;;;
Imane lah ya rebi;DAL;3;0;;;
Imadø Ēłł hahuwa sawbuuh;DAL;3;0;;;
Impeccable h peinture refaire;FRN;1;0;;;
Ilham Elhabbour imta nemchiw;DAL;3;0;;;
Zanouba Rfaki imta nmchiw;DAL;3;0;;;
ai rien compris intervention;FRN;3;0;;;
aime beaucoup bon courage;FRN;1;0;;;
Je participe avec plaisir;FRN;3;0;;;
SaLma Oufrid je invitee;FRN;3;0;;;
Dominique Tomassoni je apprendrai;FRN;3;0;;;
jul de la merde;FRN;2;1;;;
Jus orange ma cherie;FRN;3;0;;;
Kadhamak dfirat kayhamkou bsahtik;DAL;1;0;;;
Fati Mastaka kan3awd nchoufk;DAL;3;0;;;
Bouchikhi Yassine kat3ref Mazagan;DAL;3;0;;;
Khal erass ma3rouf h;DAL;2;1;;;
Khaoula here it is;ANG;3;0;;;
Amine AD khbar rasek;DAL;3;0;;;
Khesna fabor wla blach;DAL;3;0;;;
Kimberley finalement est espagnol;FRN;3;0;;;
Douaa Elhammouli kona hedah;DAL;3;0;;;
Dal Oula annee prochaine;FRN;3;0;;;
Anas Essedraoui l3aafya zekek;DAL;2;1;;;
La elle me touche;FRN;3;0;;;
La femme vraiment peur;FRN;3;0;;;
la mise jour h;FRN;3;0;;;
Moufdy Messi la photo;FRN;3;0;;;
Mehdi NK la suite;FRN;3;0;;;
La yastahe9 tawahid fihom;DAL;2;0;;;
lah i3efou ohedi benadme;DAL;2;0;;;
Rachids Maths lah ister;DAL;3;0;;;
Lah laah Hala Elkhalladi;DAL;3;0;;;
Lah yhfad jazayar mahrib;DAL;3;0;;;
Lah yr7mo ysebar 3ailto;DAL;3;0;;;
lah yrabmou ywasa3 3lih;DAL;3;0;;;
Lah yrhmo yssabr mimto;DAL;3;0;;;
Le cool du cool;FRN;1;0;;;
Le prix et adrese;FRN;3;0;;;
Walid Oubelaid le sang;FRN;3;0;;;
Le ticket est combien;FRN;3;0;;;
Simo Dakki le vrai;FRN;3;0;;;
Les clubs des clubs;FRN;3;0;;;
Amine Mabrouk let go;ANG;3;0;;;
Abdelhadi Iraqui lhebss lrjal;DAL;3;0;;;
intervention concerne en quoi;FRN;3;0;;;
Livraison partout sur Casa;FRN;3;0;;;
Llah yakhod lha9 mojrimin;DAL;2;1;;;
Zineb Azzam lmoot da7k;DAL;3;0;;;
Loubna ca te dit;FRN;3;0;;;
Othmane Amghough love it;ANG;1;0;;;
Ayoub Bacaoui lyam lyam;DAL;3;0;;;
Lycee de mon pere;FRN;3;0;;;
Mehdi Braih ma7ruumin al9lawe;DAL;2;1;;;
Mafhalna walou gad chi;DAL;3;0;;;
Mais tirez la peau;FRN;3;0;;;
mal9iti ghir had tswira;DAL;2;0;;;
Safae Zarqan man3awduhash ze3ma;DAL;3;0;;;
Manal kaychta7 hssen mnek;DAL;3;0;;;
Manar wash hadshi bsah;DAL;3;0;;;
Martil tetouan bladi hbiba;DAL;3;0;;;
Othmane Ba matari walou;DAL;3;0;;;
MedNouh en peux plus;FRN;3;0;;;
Omar Ismaili men niyethom;DAL;3;0;;;
Mouad Chfti mercedes diali;FRN;3;0;;;
Merci beaucoup Nice Job;AUT;1;0;;;
el ha bghit nemchi;DAL;3;0;;;
Dani Fernandez mira esto;ESP;3;0;;;
Moad mchalek rasselmal kamel;DAL;3;0;;;
Abdou Nawal mon ami;FRN;3;0;;;
Mon ancien lycee 1987;FRN;3;0;;;
Muy pesada had kheti;ESP;3;0;;;
NabylAbkari واش خاك هدا;AUT;3;0;;;
Nadia nmchiw nchofo titiz;DAL;2;1;;;
Younes Hamdane nakhdo mimiya;DAL;3;0;;;
Marouane Oughmi nari sma3;DAL;3;0;;;
Filah Jaouadja ndiroha yasser;DAL;3;0;;;
Amly Adnane nefss trackat;DAL;3;0;;;
Abdelhamid Kadioui nemchiw cousin;DAL;3;0;;;
Full Camen nemchiw nfatro;DAL;3;0;;;
Next year back to;ANG;3;0;;;
Ayoub Nouh nmchiw h;DAL;3;0;;;
Nous attendons Girona Nador;FRN;3;0;;;
Now we cool haha;ANG;1;0;;;
Meryem El Atrache nsiti;DAL;3;0;;;
Sohaib Acharki nta kayn;DAL;3;0;;;
Magnifique est ou Casa;FRN;1;0;;;
Ola hada Adnane Chaaibi;DAL;3;0;;;
Soukaina Bou ooh lyam;DAL;3;0;;;
Oualid fkratni k3b ghzal;DAL;3;0;;;
Oumaima bghaw idrouha maah;DAL;3;0;;;
Pas chere et bon;FRN;1;0;;;
Patrimoine de ma ville;FRN;3;0;;;
Petit petit dima m3atlin;FRN;3;0;;;
Pf dak t2aket biene;DAL;3;0;;;
Piquet ramos mchaw soba;DAL;3;0;;;
Pk il ment impunement;FRN;2;0;;;
Sylvia Gaud pour toi;FRN;3;0;;;
Prix docteur svp merci;FRN;3;0;;;
Lotfy GM prepare toi;FRN;3;0;;;
Qualiter de la video;FRN;3;0;;;
Que de bons souvenirs;FRN;3;0;;;
Qui viendras avec moi;FRN;3;0;;;
quid de son application;FRN;3;0;;;
Ghali Kabbadj ramenes tes;FRN;3;0;;;
RaniyaBenhayoun here it is;ANG;3;0;;;
Ikramee Tinghiroise represente arbalou;FRN;3;0;;;
Zakaria Elyamani safi bdaw;DAL;3;0;;;
Safi had layamat namchiw;DAL;3;0;;;
Dina BNk safi nia;DAL;3;0;;;
Safi twazarto nsito mskin;DAL;3;0;;;
Sahar ورب الكعبه موجود;AUT;3;0;;;
Salaheddin iwa zatemni hada;DAL;3;0;;;
Salim fin ja hadshi;DAL;3;0;;;
Salma la prochaine fois;FRN;3;0;;;
Salma Laafou sam3i mzyan;DAL;3;0;;;
La Blonde sam3i Sam3i;DAL;3;0;;;
Bad Girl sam3ii smyat;DAL;3;0;;;
Sara nmchiw mora ramdan;DAL;3;0;;;
Sara que tu penses;FRN;3;0;;;
sara7a 3nd s7rawa odkala;DAL;3;0;;;
Chaimae Hammama sata participe;FRN;3;0;;;
Fatiha Belout sfenja mtfeya;DAL;3;0;;;
sharawa madyafin ab3ad alhodod;DAL;3;0;;;
Hassan Belkhidar shi Tawdi3;DAL;3;0;;;
Simo gual knytk flkher;DAL;3;0;;;
SiMohammed h xkon b9a;DAL;3;0;;;
Sky hotel kenzi tower;ANG;3;0;;;
Nohaila Hartous sm3i samyat;DAL;3;0;;;
Moussa Rabbaj sm3o lmama;DAL;3;0;;;
Mohamed Chakor sma3 sma3;DAL;3;0;;;
Ayoub Elk smae smae;DAL;3;0;;;
Wilma Sanders smah alayla;DAL;3;0;;;
so romantic like it;ANG;1;0;;;
Mehdi Tizguiouine sois pret;FRN;3;0;;;
super les filles continuez;FRN;1;0;;;
Svp docteur le prix;FRN;3;0;;;
SVP adresse et telephone;FRN;3;0;;;
Mohamed Salim swl mr7baa;DAL;3;0;;;
Aniss Hasnaanahdi tagi halouma;DAL;3;0;;;
Tahiya ryafa ahsan nas;DAL;3;0;;;
TamouMarrak هدشي كامل فرحه;AUT;3;0;;;
Tarik fin yban tacos;DAL;3;0;;;
Narjiss Tu te rappelles;FRN;3;0;;;
tebarekelah 3lik doctuer bravo;DAL;1;0;;;
That some great work;ANG;1;0;;;
Reda Bt Ōthman Abdoullah;AUT;3;0;;;
Jaouhar Saadi tkalam akhuya;DAL;3;0;;;
Kenza Chaoui ton ancetre;FRN;3;0;;;
Samy Sam ton avis;FRN;3;0;;;
Ton pote Kari Chaibi;FRN;3;0;;;
Ismail Bouazza too much;ANG;3;0;;;
Waw Super travail Bravo;FRN;1;0;;;
Tswrt m3aha m3rfch smitha;DAL;3;0;;;
Sabri Tanti tu etais;FRN;3;0;;;
Imad Puma twahacht lhabla;DAL;3;0;;;
Rajae Saadi tyratni Khetna;DAL;3;0;;;
Yasmine Zrouqi like this;ANG;1;0;;;
Vive le Roi Med;FRN;3;0;;;
vive le roi mohamed;FRN;3;0;;;
Votre cabinet est ou;FRN;3;0;;;
Vous avez des wok;FRN;3;0;;;
Vous livrez qods bernousi;FRN;3;0;;;
Vous livrez tit melil;FRN;3;0;;;
vous livrez la gironde;FRN;3;0;;;
Vous livrez sidi maarouf;FRN;3;0;;;
Vous etes les meilleurs;FRN;1;0;;;
Rachid Benkhouja vraiment voir;FRN;3;0;;;
Al Salwa Miami safi;DAL;3;0;;;
Wa 7na Raja L3alami;DAL;3;0;;;
Wafaa nemchiw naklo sushi;DAL;3;0;;;
Mrika Abdrehman wahib karami;DAL;3;0;;;
Hamada Anass wajdo mat;DAL;3;0;;;
Walid ndo9o chi nhar;DAL;3;0;;;
Warzazat 9al3at magona wajwarhoma;DAL;3;0;;;
Waw tres beau travail;FRN;1;0;;;
Wax kayn likaybi3ohm tange;DAL;3;0;;;
Yassemine Mounhir we go;ANG;3;0;;;
Rita Zerouga we goo;ANG;3;0;;;
Adil Amhil wejd hdida;DAL;3;0;;;
Well done the dancers;ANG;1;0;;;
Wlad hriz nachat zrayed;DAL;3;0;;;
WooW et les hommes;FRN;3;0;;;
Yassine Boualame wr9 tal7a;DAL;3;0;;;
Salma Andalosi wrih mamak;DAL;3;0;;;
Kha Dija yalah bali;DAL;3;0;;;
Fatima Bouazza yallah nmchiw;DAL;3;0;;;
Yasin riad jihad h;DAL;3;0;;;
Yasmine ach ban lik;DAL;3;0;;;
Yasmine ha li gelna;DAL;3;0;;;
Yassine wa robot ma9alohsh;DAL;3;0;;;
Yassire tabqash tqabah meaya;DAL;3;0;;;
YazidAkioud b9ito fya wlh;DAL;3;0;;;
Zainab weriha mama stp;DAL;3;0;;;
Zayrtona khasha rir papay;DAL;3;0;;;
Asmaa Tibouche ze3ma nreb7o;DAL;3;0;;;
Hamza Al zina hadi;DAL;3;0;;;
مشاات الموتور تصيح احداهن;DAA;3;0;;;
احلي مكان في العالم;ARC;1;0;;;
إركوليس عيق بلا بساله;DAA;2;0;;;
Najib TaYeb استغفر الله;AUT;3;0;;;
البانديه في نسخه الموسم;DAA;3;0;;;
الحي محمدي ساكه صفره;DAA;3;0;;;
الخرفان وجوه الدل الحبس;DAA;2;1;;;
الدكتور كم هو الثمن;ARC;3;0;;;
الرياضي الاول غير حاضر;ARC;3;0;;;
العرب اهل طبل مزمار;ARC;2;0;;;
الله يحفضنا او صافي;DAA;3;0;;;
الله يشافي يا رب;DAA;3;0;;;
اللهم حوالينا لا علينا;ARC;3;0;;;
المغاربه كلهم كرم إيثار;ARC;3;0;;;
المغاربه كلهم خصوصا دكاله;ARC;3;0;;;
المغرب حتي سنه ه;ARC;3;0;;;
اليهود بوحدهم الصهاينه بوحدهوم;DAA;3;0;;;
Dija Elaarif انا اطير;AUT;3;0;;;
انه امر دبر بليل;ARC;2;0;;;
براده انثي البراد ه;DAA;3;0;;;
براده لاعب ديال المنتخب;DAA;3;0;;;
تبارك الله اعليك bravo;AUT;1;0;;;
تلميذ بها نزيل بداخليتها;ARC;3;0;;;
Salem Crow جاوبو الخاوا;AUT;3;0;;;
Lamyae Chguiri حتي كنطرطاو;AUT;3;0;;;
حسبنا الله نعم الوكيل;ARC;2;0;;;
حسبي الله نعم الوكيل;ARC;2;0;;;
درب التبانه كوكب الارض;ARC;3;0;;;
درب الخير عين الشق;DAA;3;0;;;
Fatiha Bouharra دوريسي جايبينا;AUT;3;0;;;
دوزت فيها امتحان bac;DAA;3;0;;;
Bouchra Ifrah ذكريات هوما;AUT;3;0;;;
راه مده صلاحيه عندها6شهوروتعاودها;DAA;3;0;;;
رتحو الجمهور زيرو لقب;DAA;2;0;;;
رمضان كريم بالصحه السلامه;ARC;3;0;;;
زوط لا نريد المونديال;DAA;2;1;;;
سمعت بلي شعلات العافيا;DAA;3;0;;;
Ghiz Lane سمعي prada;AUT;3;0;;;
سواعده غادي يبداو يحسبو;DAA;3;0;;;
شميشه ايقونه الطبخ المغربي;ARC;1;0;;;
شنو إسمها ها البنت;DAA;3;0;;;
ظاهره نوض جمع ه;DAA;3;0;;;
Fadoua Khokhas عقلتي عقلتي;AUT;3;0;;;
عقليه عسكريه Fink raxidia;AUT;3;0;;;
عندك غير هاد المريضه;DAA;2;1;;;
غير خطيبتك وباز لكمارتك;DAA;2;1;;;
قريه مجاوره لمدينه طنجه;ARC;3;0;;;
كودادي مبروك عليكم تستاهلوا;DAA;3;0;;;
كيزيدو بالدراهم وينقصو بالسنتيم;DAA;2;0;;;
كيعاود ليه علي المغرب;DAA;3;0;;;
كيعاودلو كيف جاتو تخويره;DAA;2;1;;;
لا ليس كافيا بتاتتا;ARC;3;0;;;
لعبار شبر او شيحاجه;DAA;3;0;;;
ليس معيارا الله اكبر;ARC;3;0;;;
كرهتش نديرو ولكن التمن;DAA;3;0;;;
مبروك عليكم خوتنا طنجاوا;DAA;3;0;;;
Med Rougui مجال للمقارنه;AUT;3;0;;;
موروكو مول سلعه اخنوش;DAA;3;0;;;
مقهي موريطانيا ومقهي الملكيه;ARC;3;0;;;
ممكن الهاتف ديل العياده;DAA;3;0;;;
ممكن رقم الهاتف والعنوان;ARC;3;0;;;
مني العمراني خودي المقادير;DAA;3;0;;;
نتا نتا سميتك عادل;DAA;3;0;;;
ه لمخازنيه خاعين درب;DAA;3;0;;;
ه البراني هو لغيتيق;DAA;3;0;;;
ه ه تطوانيه افتخر;ARC;3;0;;;
هاءج الي قليل الهيجان;ARC;3;0;;;
هذا المخطط ام الواقع;ARC;3;0;;;
الحمد لله تحقق المراد;ARC;1;0;;;
تستمر عمليه الحلب بنجاح;ARC;2;0;;;
جيبو ليينا Martin Gariix;AUT;3;0;;;
ولات بحال الي الثلاثينات;DAA;3;0;;;
ياربي نكون غا كنحلم;DAA;3;0;;;
يالاه جمعو دراهم الواحد;DAA;3;0;;;
محاوله كداب وجهه نحس;DAA;2;1;;;
درهم سمحليا ولله مكاتحشمو;DAA;2;1;;;
درهم لكل نسمه ه;ARC;3;0;;;
mlyoun hdxi lism3na fradio;DAL;3;0;;;
سنه ان شاء الله;ARC;3;0;;;
3ar 7chouma 7asbia allh;DAL;2;1;;;
3lch kolhom 3ndhom Lech;DAL;3;0;;;
مليون نبنيو بيها مستشفي;DAA;3;0;;;
5ali babah dawaz lahbas;DAL;2;1;;;
7adraf wald darb chekaL;DAL;3;0;;;
سعات مكاينش كاين 12ساعه;DAA;3;0;;;
quelle heure il joue;FRN;3;0;;;
ab om ghayr salhin;DAL;3;0;;;
Achman na9la oropa jama3iya;DAL;3;0;;;
Aglayn artskart sur DH;DAL;3;0;;;
Alah wakbar soubhana alah;DAL;1;0;;;
Alla3na 3likom 3la akhnanoch;DAL;2;1;;;
Allah irhamha issaber mimtha;DAL;3;0;;;
Bon courage Solo Raja;FRN;3;0;;;
Bravo enfin ca developpe;FRN;1;0;;;
Chi bant na7wih nakhlsh;DAL;2;1;;;
Oussama Benrhoni chouf video;DAL;3;0;;;
Chouf machhal dial lpolice;DAL;3;0;;;
Dima raja hta lmawt;DAL;3;0;;;
Dowla bda yhreb liha;DAL;3;0;;;
Eh domaj hna flmo4rib;DAL;3;0;;;
Enymba L3arja Wydad tanger;DAL;3;0;;;
Espece ordure sans honneur;FRN;2;1;;;
blad lhagra olfasad ghaysr9oha;DAL;2;0;;;
Fin kayn hada tani;DAL;3;0;;;
ghalba inchalah vive berkane;DAL;3;0;;;
Ghir tsnaw daba nbdloha;DAL;3;0;;;
H 3la mn kadahko;DAL;2;0;;;
H mziana had wajihates;DAL;1;0;;;
H sarree taboon mhoomm;DAL;2;1;;;
H was 9riba tnod;DAL;3;0;;;
Hada afchal la3ib Europa;DAL;3;0;;;
hada hawa el 3arboune;DAL;3;0;;;
Hakaak sde9 hadchi bsee7;DAL;3;0;;;
Hamza flekher ghaydiiw ntifi;DAL;3;0;;;
Hit dyra dh h;DAL;3;0;;;
Hه واش بالصح ه;DAA;3;0;;;
iaadmoh gaa malna hnaya;DAL;3;0;;;
In3idam amal fi watanihom;DAL;3;0;;;
Kaymtal bsilah abyad fyadih;DAL;3;0;;;
Kayn li khdam ri;DAL;3;0;;;
Khasha i3dam bant l9ahba;DAL;2;1;;;
Khrjto 3la nas lihoude;DAL;2;1;;;
Kol wahad likhtiyar dyalo;DAL;3;0;;;
Kolchi 3la بو خبزه;AUT;3;0;;;
Koun majash benkirane washbo;DAL;3;0;;;
L9ard waljami3a wal9wada h;DAL;2;1;;;
La ilah illa allah;DAL;3;0;;;
La makfyanich 400dh makfyanicg;DAL;3;0;;;
Lah ikhalaskom wlad nas;DAL;1;0;;;
Lah jazikom bl khir;DAL;1;0;;;
Lah yel3en waldikom lehmir;DAL;2;1;;;
Laysa al hurubo halan;DAL;3;0;;;
Les joueurs limnhoum probleme;FRN;3;0;;;
Lhamdulah yarbi waww ma9aryachh;DAL;3;0;;;
Houssin Akwaw lhawta dada;DAL;3;0;;;
Lik allah yak cha3b;DAL;2;0;;;
Lmaghrib khaso hejra jama3iya;DAL;2;0;;;
Lmgred khassh lhabs vie;DAL;2;1;;;
Ma dirch ma tkhafch;DAL;3;0;;;
Ma3arfouch m9assrine m3ahom h;DAL;3;0;;;
Machti sa3a b50 dh;DAL;3;0;;;
Malkom m3a had jazayar;DAL;3;0;;;
Mazal ba9i twil 3ad;DAL;3;0;;;
Ministre des droits humains;FRN;3;0;;;
Mn he9o ifrah normal;DAL;3;0;;;
Mohalach ghir zofri makafyahach;DAL;3;0;;;
mohim rah tayssli nta;DAL;3;0;;;
mRahbabiha hadok liyastahlo hawana;DAL;3;0;;;
importe quoi Chal 3atikoum;DAL;2;0;;;
Nta lawal dayr dababia;DAL;2;0;;;
ma tezewejche 7ssene lik;DAL;3;0;;;
maghaydiw hta wahda h;DAL;3;0;;;
Oui dh fchhar tbarklah;DAL;3;0;;;
Rah ta9saw lhih settif;DAL;3;0;;;
Rej3ona 3am akhra lor;DAL;3;0;;;
Respet pour les casablancais;FRN;1;0;;;
Roche noire derbo train;FRN;3;0;;;
Salut tout le monde;FRN;3;0;;;
Semik deyalom fih euro;DAL;3;0;;;
Sir nta inak liha;DAL;3;0;;;
Sir rah dima مقاطعون;AUT;3;0;;;
T9ta3 lih les freins;DAL;3;0;;;
Ta3bir 3an wa9i3 9atil;DAL;3;0;;;
Tesstahel hanoun ziin l3alaam;DAL;1;0;;;
Tla3to lina rasna tfo;DAL;2;1;;;
toto h alah yahdohom;DAL;3;0;;;
Un autre dinosaure h;FRN;3;0;;;
un discours est proffessionel;FRN;1;0;;;
Vive la republique francaise;FRN;1;0;;;
mal lmalik tykhrha w9fa;DAL;2;1;;;
Wach 3tawhom fine yamchiw;DAL;3;0;;;
Wach colonilate wla giniralate;DAL;3;0;;;
Wallah ila dawla zb;DAL;2;1;;;
X3ndk m3awar swa3da wla;DAL;2;1;;;
Zaghba ha howa sabeb;DAL;3;0;;;
اتفقو علي الا يتفقوا;ARC;3;0;;;
اجيو غير نسلم عليكم;DAA;3;0;;;
احسن لاعب مليار سنتيم;ARC;1;0;;;
احصاءيات خطيره وغير مشرفه;ARC;2;0;;;
اخبر بها عيوش اسمع;ARC;3;0;;;
ادمين نقص من السلوكيه;DAA;2;0;;;
اسواء فريق منذ سنوات;ARC;2;0;;;
اسي رونار فين كان;DAA;2;0;;;
اسيدي كل واحد كسكسوه;DAA;3;0;;;
اش يعجب هاد البلاد;DAA;3;0;;;
إصلاح ما يمكن إصلاحه;DAA;3;0;;;
اكبر ولد الحرام مرايقي;DAA;2;1;;;
اكرم بوخبزه تكلم الابيل;DAA;3;0;;;
